Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Price_Clean,Issue_Final
100561,03/12/2023,C0002,Electronics,Tablet A,"771,78 EUR",1,Paid,,,,,,77178.0,Nav sūdzību
101183,21/11/2023,C0170,Accessories,Charger,30.35,2,Paid,,,,,,30.35,Nav sūdzību
100426,2023-11-29,C0031,Accessories,Screen Protector,$8.99,2,Failed,,,,,,8.99,Nav sūdzību
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,,,,,,1536.64,Nav sūdzību
100998,12/12/2023,C0001,Accessories,Laptop Sleeve,"23,36 EUR",1,Failed,,,,,,2336.0,Nav sūdzību
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,,,,,,441.24,Nav sūdzību
100471,2023-11-30,C0019, Smart Home ,NordLock Pro,$180.99,1,Paid,,,,,,180.99,Nav sūdzību
100303,2023-11-26,C0003, Smart Home ,NordLock Pro,224.82,1,Paid,,,,,,224.82,Nav sūdzību
101002,12/12/2023,C0008,Electronics,Tablet A,318.91,1,Paid,,,,,,318.91,Nav sūdzību
100570,2023-12-03,C0001, Accessories,Laptop Sleeve,"19,23 EUR",1,Paid,,,,,,1923.0,Nav sūdzību
100058,2023-11-17,C0031,Electronics,TV Pro,"914,97 EUR",1,Paid,,,,,,91497.0,Nav sūdzību
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,"180,76 EUR",1,Paid,,,,,,18076.0,Nav sūdzību
100093,2023-11-18,C0004,Electronics ,Smartphone Z,894.13,1,Paid,,,,,,894.13,Nav sūdzību
100798,2023-12-08,C0004, Accessories ,Laptop Sleeve,41.56,1,Paid,,,,,,41.56,Nav sūdzību
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,,,,,,1597.38,Nav sūdzību
100484,2023-12-01,C0137, Smart Home ,NordCam Mini,80,1,Paid,,,,,,80.0,Nav sūdzību
100261,2023-11-25,C0010, Electronics ,NoiseCancel Headphones,258.75,1,Paid,,,,,,258.75,Nav sūdzību
100084,2023-11-18,C0001, Accessories,Wireless Mouse,"56,31 EUR",1,Paid,,,,,,5631.0,Nav sūdzību
100592,2023-12-03,C0024,Smart Home,NordLock Pro,"189,75 EUR",1,Paid,,,,,,18975.0,Nav sūdzību
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,,,,,,1446.04,Nav sūdzību
100042,2023-11-16,C0002,Accessories,Charger,"18,80 EUR",3,Paid,,,,,,1880.0,Nav sūdzību
100327,2023-11-27,C0002,Electronics,Laptop X,$1437.50,1,Paid,,,,,,1437.5,Nav sūdzību
100087,18/11/2023,C0002, Accessories,Accessory Bundle,32.79,1,Paid,,,,,,32.79,Nav sūdzību
100457,30/11/2023,C0010,Accessories,Screen Protector,5,1,Paid,,,,,,5.0,Nav sūdzību
100965,2023-12-11,C0279, Accessories ,Screen Protector,"12,26 EUR",1,Paid,,,,,,1226.0,Nav sūdzību
101028,2023-12-12,C0044,Accessories,Wireless Mouse,"31,71 EUR",1,Paid,,,,,,3171.0,Nav sūdzību
100731,06/12/2023,C0002,Electronics,TV Pro,"1405,31 EUR",2,Paid,,,,,,140531.0,Nav sūdzību
100852,09/12/2023,C0113, Accessories ,USB-C Cable,"18,62 EUR",2,Paid,,,,,,1862.0,Nav sūdzību
100916,2023-12-10,C0003,Electronics ,Laptop X,"1608,63 EUR",1,Paid,,,,,,160863.0,Nav sūdzību
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,,,,,,26.47,Nav sūdzību
101160,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,,,,,,1993.0,Nav sūdzību
100108,19/11/2023,C0008, Smart Home ,NordPlug,$24.89,1,Paid,,,,,,24.89,Nav sūdzību
100690,2023-12-06,C0003, Smart Home ,NordLock Pro,$192.91,1,Paid,,,,,,192.91,Nav sūdzību
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,,,,,,45.19,Nav sūdzību
100747,07/12/2023,C0006, Accessories ,Screen Protector,$11.32,4,Paid,,,,,,11.32,Nav sūdzību
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,,,,,,202.54,Nav sūdzību
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,,,,,,210.88,Nav sūdzību
100165,22/11/2023,C0001, Electronics ,Smartphone Z,$771.06,1,Paid,,,,,,771.06,Nav sūdzību
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,,,,,,916.41,Nav sūdzību
100039,2023-11-16,C0003,Accessories,Accessory Bundle,"91,93 EUR",2,Paid,,,,,,9193.0,Nav sūdzību
100149,2023-11-21,C0001,Electronics,Tablet A,"475,44 EUR",1,Paid,,,,,,47544.0,Nav sūdzību
100068,17/11/2023,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,,,,,84.63,Nav sūdzību
100260,2023-11-25,C0003, Electronics ,Smartphone Z,"706,61 EUR",2,Paid,,,,,,70661.0,Nav sūdzību
100558,03/12/2023,C0008,Electronics,Tablet A,$356.42,1,Paid,,,,,,356.42,Nav sūdzību
100184,22/11/2023,C0028, Smart Home ,NordLock Pro,"210,27 EUR",2,Paid,,,,,,21027.0,Nav sūdzību
101079,13/12/2023,C0003,Accessories,Charger,"40,81 EUR",1,Paid,,,,,,4081.0,Nav sūdzību
101094,2023-12-14,C0030,Electronics,Laptop X,"1326,30 EUR",2,Paid,,,,,,132630.0,Nav sūdzību
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,,,,,,157.39,Nav sūdzību
100054,2023-11-17,C0011,Electronics,Laptop X,"1 798,82 EUR",1,Paid,,,,,,179882.0,Nav sūdzību
100617,2023-12-04,C0002,Electronics,Tablet A,$351.21,1,Paid,,,,,,351.21,Nav sūdzību
100136,20/11/2023,C0256,Smart Home,NordTherm,85,2,Paid,,,,,,85.0,Nav sūdzību
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,,,,,,68.13,Nav sūdzību
100955,2023-12-11,C0002, Accessories,Screen Protector,"5,43 EUR",1,Paid,,,,,,543.0,Nav sūdzību
100221,2023-11-24,C0001, Electronics ,TV Pro,"1 386,66 EUR",1,Paid,,,,,,138666.0,Nav sūdzību
101060,2023-12-13,C0001,Electronics ,TV Pro,1293.65,1,Paid,,,,,,1293.65,Nav sūdzību
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,$302.52,1,Paid,,,,,,302.52,Nav sūdzību
101151,2023-12-11,C0007, Accessories ,Accessory Bundle,"44,45 EUR",1,Paid,,,,,,4445.0,Nav sūdzību
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201,1,Paid,,,,,,201.0,Nav sūdzību
100329,2023-11-27,C0001, Accessories ,Phone Case,"12,21 EUR",2,Paid,,,,,,1221.0,Nav sūdzību
100835,08/12/2023,C0023,Electronics,Laptop X,"1 517,20 EUR",1,Paid,,,,,,151720.0,Nav sūdzību
100312,26/11/2023,C0148,Electronics,Laptop X,$1691.90,1,Paid,,,,,,1691.9,Nav sūdzību
100377,2023-11-28,C0009,Accessories,USB-C Cable,"19,51 EUR",1,Paid,,,,,,1951.0,Nav sūdzību
100639,04/12/2023,C0042,Smart Home,NordLock Pro,"223,67 EUR",2,Paid,,,,,,22367.0,Nav sūdzību
101098,2023-12-14,C0001,Accessories,Charger,"22,04 EUR",1,Paid,,,,,,2204.0,Nav sūdzību
100173,22/11/2023,C0008,Electronics,Smartphone Z,"1043,81 EUR",1,Paid,,,,,,104381.0,Nav sūdzību
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,,,,,,1389.38,Nav sūdzību
100560,03/12/2023,C0196,Electronics,Smartphone Z,$840.55,1,Paid,,,,,,840.55,Nav sūdzību
100289,2023-11-25,C0005, Smart Home ,NordLock Pro,249.63,2,Paid,,,,,,249.63,Nav sūdzību
100294,25/11/2023,C0002, Accessories,USB-C Cable,13.57,2,Paid,,,,,,13.57,Nav sūdzību
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,,,,,,8.41,Nav sūdzību
101154,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,,,,,,24195.0,Nav sūdzību
100666,05/12/2023,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,,,,,,22.57,Nav sūdzību
100270,25/11/2023,C0031,Accessories,Laptop Sleeve,$17.02,2,Paid,,,,,,17.02,Nav sūdzību
101087,2023-12-14,C0009, Electronics ,Tablet A,484.26,1,Paid,,,,,,484.26,Nav sūdzību
100321,2023-11-27,C0004, Accessories ,Accessory Bundle,"51,76 EUR",1,Paid,,,,,,5176.0,Nav sūdzību
100462,2023-11-30,C0009,Electronics,Laptop X,"1389,57 EUR",1,Paid,,,,,,138957.0,Nav sūdzību
100370,2023-11-28,C0217,Accessories,USB-C Cable,"19,89 EUR",2,Failed,,,,,,1989.0,Nav sūdzību
100218,2023-11-23,C0004,Electronics,Smartphone Z,"989,29 EUR",2,Paid,,,,,,98929.0,Nav sūdzību
100083,18/11/2023,C0002,Smart Home,NordLock Pro,215,1,Paid,,,,,,215.0,Nav sūdzību
100273,2023-11-25,C0002,Electronics,Laptop X,"1374,89 EUR",1,Paid,,,,,,137489.0,Nav sūdzību
100637,2023-12-04,C0003,Electronics,Smartphone Z,713,1,Paid,,,,,,713.0,Nav sūdzību
101103,2023-12-14,C0103, Accessories,Accessory Bundle,63.95,1,Paid,,,,,,63.95,Nav sūdzību
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,"252,35 EUR",1,Paid,,,,,,25235.0,Nav sūdzību
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,,,,,,27.83,Nav sūdzību
100410,2023-11-29,C0026, Accessories ,Accessory Bundle,"35,78 EUR",1,Pending,,,,,,3578.0,Nav sūdzību
100401,2023-11-29,C0017,Accessories,Phone Case,10,1,Paid,,,,,,10.0,Nav sūdzību
100438,2023-11-30,C0010, Accessories,Charger,$20.58,1,Paid,,,,,,20.58,Nav sūdzību
100600,04/12/2023,C0043,Accessories,Phone Case,"32,88 EUR",1,Paid,,,,,,3288.0,Nav sūdzību
100753,2023-12-07,C0040, Electronics ,Tablet A,"436,32 EUR",1,Paid,,,,,,43632.0,Nav sūdzību
100765,2023-12-07,C0080,Electronics,Laptop X,"1361,87 EUR",1,Paid,,,,,,136187.0,Nav sūdzību
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201,2,Paid,,,,,,201.0,Nav sūdzību
101064,13/12/2023,C0002,Accessories,Phone Case,16.39,3,Paid,,,,,,16.39,Nav sūdzību
100477,30/11/2023,C0001, Smart Home ,NordLock Pro,$195.76,1,Pending,,,,,,195.76,Nav sūdzību
100936,2023-12-11,C0151,Electronics,TV Pro,"1641,80 EUR",1,Paid,,,,,,164180.0,Nav sūdzību
100489,2023-12-01,C0015,Electronics,Tablet A,559,2,Paid,,,,,,559.0,Nav sūdzību
100238,2023-11-24,C0270,Accessories,USB-C Cable,17,1,Paid,,,,,,17.0,Nav sūdzību
100026,16/11/2023,C0091,Electronics,NoiseCancel Headphones,"192,39 EUR",1,Paid,,,,,,19239.0,Nav sūdzību
100244,2023-11-24,C0002,Electronics ,NoiseCancel Headphones,229.51,1,Paid,,,,,,229.51,Nav sūdzību
100828,2023-12-08,C0001, Accessories,Screen Protector,"13,81 EUR",2,Paid,,,,,,1381.0,Nav sūdzību
100976,2023-12-11,C0008,Electronics ,Tablet A,"365,96 EUR",1,Paid,,,,,,36596.0,Nav sūdzību
100427,2023-11-29,C0001,Electronics,TV Pro,"1187,16 EUR",1,Paid,,,,,,118716.0,Nav sūdzību
100023,16/11/2023,C0016, Accessories ,Accessory Bundle,30.78,1,Paid,,,,,,30.78,Nav sūdzību
100256,2023-11-24,C0002, Smart Home ,NordLock Pro,$235.74,1,Paid,,,,,,235.74,Nav sūdzību
100293,2023-11-25,C0001, Accessories,Charger,$40.76,1,Paid,,,,,,40.76,Nav sūdzību
100811,2023-12-08,C0008, Electronics ,NoiseCancel Headphones,"161,34 EUR",1,Paid,,,,,,16134.0,Nav sūdzību
100295,2023-11-25,C0001,Electronics,Smartphone Z,"789,49 EUR",1,Paid,,,,,,78949.0,Nav sūdzību
100785,2023-12-07,C0034,Electronics,Smartphone Z,"1072,68 EUR",1,Paid,,,,,,107268.0,Nav sūdzību
100122,2023-11-20,C0113, Accessories,Phone Case,33.56,1,Paid,,,,,,33.56,Nav sūdzību
100807,2023-12-08,C0007,Accessories,USB-C Cable,"12,72 EUR",1,Paid,,,,,,1272.0,Nav sūdzību
100953,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,,,,,,24195.0,Nav sūdzību
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,$20.38,2,Paid,,,,,,20.38,Nav sūdzību
100317,2023-11-27,C0001,Electronics,Smartphone Z,"724,77 EUR",1,Paid,,,,,,72477.0,Nav sūdzību
100679,05/12/2023,C0001,Smart Home,NordLock Pro,197.29,1,Pending,,,,,,197.29,Nav sūdzību
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,207.18,Nav sūdzību
100190,2023-11-22,C0215,Electronics,Smartphone Z,"846,71 EUR",2,Paid,,,,,,84671.0,Nav sūdzību
100763,07/12/2023,C0001,Accessories,USB-C Cable,"16,94 EUR",1,Paid,,,,,,1694.0,Nav sūdzību
100171,2023-11-22,C0090,Accessories,Charger,$28.87,4,Paid,,,,,,28.87,Nav sūdzību
100155,21/11/2023,C0003,Electronics ,TV Pro,"1019,81 EUR",1,Paid,,,,,,101981.0,Nav sūdzību
100177,22/11/2023,C0002,Electronics,NoiseCancel Headphones,309,1,Paid,,,,,,309.0,Nav sūdzību
100350,2023-11-27,C0038, Accessories ,Charger,$34.12,2,Paid,,,,,,34.12,Nav sūdzību
100991,2023-12-12,C0107, Electronics ,Tablet A,$427.39,1,Failed,,,,,,427.39,Nav sūdzību
101066,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,,,,,,258.62,Nav sūdzību
100583,2023-12-03,C0001, Electronics ,TV Pro,"1181,73 EUR",1,Paid,,,,,,118173.0,Nav sūdzību
101191,2023-11-15,C0002,Electronics,Tablet A,"488,25 EUR",1,Paid,,,,,,48825.0,Nav sūdzību
101035,2023-12-12,C0001, Smart Home ,NordLock Pro,"195,28 EUR",2,Paid,,,,,,19528.0,Nav sūdzību
100578,2023-12-03,C0012, Accessories ,Wireless Mouse,"51,21 EUR",1,Pending,,,,,,5121.0,Nav sūdzību
101031,12/12/2023,C0020,Smart Home,NordLock Pro,"205,55 EUR",1,Paid,,,,,,20555.0,Nav sūdzību
100524,2023-12-02,C0104, Accessories ,Wireless Mouse,"18,15 EUR",1,Paid,,,,,,1815.0,Nav sūdzību
100777,2023-12-07,C0206, Accessories ,Phone Case,"16,43 EUR",1,Paid,,,,,,1643.0,Nav sūdzību
101175,2023-12-07,C0004,Electronics,Smartphone Z,"893,14 EUR",1,Paid,,,,,,89314.0,Nav sūdzību
100607,2023-12-04,C0054,Electronics ,Laptop X,1698.65,1,Paid,,,,,,1698.65,Nav sūdzību
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,"38,52 EUR",2,Paid,,,,,,3852.0,Nav sūdzību
100562,03/12/2023,C0142, Accessories ,USB-C Cable,"17,33 EUR",1,Paid,,,,,,1733.0,Nav sūdzību
100842,2023-12-08,C0007,Electronics,Laptop X,"1714,94 EUR",1,Paid,,,,,,171494.0,Nav sūdzību
101187,2023-11-29,C0017, Smart Home ,NordTherm,"83,85 EUR",1,Paid,,,,,,8385.0,Nav sūdzību
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,,,,,,13.89,Nav sūdzību
100898,2023-12-10,C0001,Smart Home,NordLock Pro,"241,97 EUR",1,Paid,,,,,,24197.0,Nav sūdzību
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,,,,,,56.08,Nav sūdzību
100714,06/12/2023,C0001,Accessories,Screen Protector,12.92,1,Paid,,,,,,12.92,Nav sūdzību
100182,2023-11-22,C0001,Electronics,TV Pro,$1046.88,1,Failed,,,,,,1046.88,Nav sūdzību
100958,2023-12-11,C0001,Accessories,Charger,43,3,Paid,,,,,,43.0,Nav sūdzību
100696,2023-12-06,C0135, Smart Home ,NordLock Pro,225,2,Paid,,,,,,225.0,Nav sūdzību
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,,,,,,322.05,Nav sūdzību
100938,11/12/2023,C0014,Electronics ,Smartphone Z,"782,74 EUR",1,Failed,,,,,,78274.0,Nav sūdzību
100733,2023-12-06,C0050, Accessories,Charger,48.23,3,Paid,,,,,,48.23,Nav sūdzību
100913,2023-12-10,C0001,Accessories,Wireless Mouse,"19,15 EUR",1,Paid,,,,,,1915.0,Nav sūdzību
100644,2023-12-04,C0301, Accessories,USB-C Cable,"9,53 EUR",2,Paid,,,,,,953.0,Nav sūdzību
100541,2023-12-02,C0020,Accessories,Wireless Mouse,"58,32 EUR",1,Paid,,,,,,5832.0,Nav sūdzību
100621,04/12/2023,C0003,Electronics,Laptop X,"1 776,33 EUR",1,Paid,,,,,,177633.0,Nav sūdzību
100577,2023-12-03,C0002, Smart Home ,NordLock Pro,$213.50,2,Paid,,,,,,213.5,Nav sūdzību
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,,,,,,1532.19,Nav sūdzību
100080,18/11/2023,C0002,Accessories,Accessory Bundle,"35,86 EUR",2,Paid,,,,,,3586.0,Nav sūdzību
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,,,,,,254.21,Nav sūdzību
100820,2023-12-08,C0001,Accessories,Accessory Bundle,61.58,3,Failed,,,,,,61.58,Nav sūdzību
100990,2023-12-12,C0157, Electronics ,NoiseCancel Headphones,"328,41 EUR",2,Paid,,,,,,32841.0,Nav sūdzību
100634,04/12/2023,C0002,Electronics,Smartphone Z,"810,82 EUR",1,Paid,,,,,,81082.0,Nav sūdzību
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38,1,Paid,,,,,,38.0,Nav sūdzību
100906,10/12/2023,C0048, Electronics ,NoiseCancel Headphones,$158.01,1,Paid,,,,,,158.01,Nav sūdzību
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,,,,,,1608.06,Nav sūdzību
101117,2023-12-14,C0018, Accessories,Charger,27,2,Paid,,,,,,27.0,Nav sūdzību
100755,2023-12-07,C0003, Accessories,Accessory Bundle,76.30,2,Paid,,,,,,76.3,Nav sūdzību
100483,2023-12-01,C0001,Smart Home,NordLock Pro,"216,17 EUR",1,Paid,,,,,,21617.0,Nav sūdzību
